data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pe³ny numer tabeli;
;bat (Tajlandia);dolar amerykañski;dolar australijski;dolar Hongkongu;dolar kanadyjski;dolar nowozelandzki;dolar singapurski;euro;forint (Wêgry);frank szwajcarski;funt szterling;hrywna (Ukraina);jen (Japonia);korona czeska;korona duñska;korona islandzka;korona norweska;korona szwedzka;kuna (Chorwacja);lej rumuñski;lew (Bu³garia);lira turecka;nowy izraelski szekel;peso chilijskie;peso filipiñskie;peso meksykañskie;rand (Republika Po³udniowej Afryki);real (Brazylia);ringgit (Malezja);rubel rosyjski;rupia indonezyjska;rupia indyjska;won po³udniowokoreañski;yuan renminbi (Chiny);SDR (MFW);
20220103;0,1219;4,0424;2,9329;0,5185;3,1881;2,7617;2,9958;4,5889;1,2482;4,4326;5,4643;0,1482;3,5098;0,1846;0,6171;3,1090;0,4585;0,4462;0,6103;0,9272;2,3462;0,3005;1,3045;0,4745;0,0791;0,1969;0,2554;0,7256;0,9688;0,0544;2,8336;5,4428;0,3388;0,6357;5,6787;1;001/A/NBP/2022;
20220104;0,1216;4,0468;2,9185;0,5191;3,1750;2,7505;2,9859;4,5737;1,2515;4,4090;5,4677;0,1482;3,4939;0,1845;0,6149;3,0987;0,4566;0,4451;0,6082;0,9243;2,3385;0,3056;1,3073;0,4753;0,0789;0,1970;0,2535;0,7122;0,9668;0,0540;2,8294;5,4278;0,3382;0,6349;5,6430;2;002/A/NBP/2022;
20220105;0,1219;4,0396;2,9274;0,5184;3,1775;2,7501;2,9797;4,5672;1,2627;4,4106;5,4658;0,1471;3,4867;0,1857;0,6140;3,0985;0,4569;0,4452;0,6075;0,9231;2,3351;0,3015;1,3043;0,4767;0,0794;0,1973;0,2539;0,7115;0,9633;0,0533;2,8136;5,4328;0,3372;0,6343;5,6551;3;003/A/NBP/2022;
20220107;0,1198;4,0279;2,8823;0,5164;3,1683;2,7196;2,9640;4,5576;1,2683;4,3720;5,4595;0,1465;3,4770;0,1858;0,6127;3,1174;0,4548;0,4417;0,6060;0,9218;2,3302;0,2908;1,2986;0,4809;0,0785;0,1973;0,2574;0,7087;0,9570;0,0532;2,8055;5,4220;0,3347;0,6318;5,6327;4;004/A/NBP/2022;
20220110;0,1191;4,0064;2,8802;0,5139;3,1734;2,7124;2,9567;4,5377;1,2679;4,3500;5,4406;0,1457;3,4635;0,1861;0,6101;3,0995;0,4541;0,4407;0,6030;0,9177;2,3201;0,2915;1,2857;0,4837;0,0780;0,1962;0,2565;0,7111;0,9539;0,0535;2,8002;5,4107;0,3347;0,6286;5,6156;5;005/A/NBP/2022;
20220111;0,1200;4,0106;2,8816;0,5144;3,1734;2,7173;2,9648;4,5454;1,2716;4,3300;5,4580;0,1458;3,4760;0,1868;0,6110;3,0963;0,4538;0,4411;0,6041;0,9191;2,3240;0,2910;1,2811;0,4800;0,0785;0,1970;0,2572;0,7081;0,9568;0,0535;2,8041;5,4266;0,3363;0,6293;5,6223;6;006/A/NBP/2022;
20220112;0,1196;3,9879;2,8761;0,5116;3,1780;2,7049;2,9521;4,5332;1,2728;4,3192;5,4345;0,1440;3,4566;0,1857;0,6092;3,0838;0,4568;0,4412;0,6025;0,9164;2,3178;0,2901;1,2811;0,4815;0,0779;0,1954;0,2575;0,7161;0,9527;0,0536;2,7853;5,3959;0,3349;0,6265;5,6000;7;007/A/NBP/2022;
20220113;0,1189;3,9463;2,8848;0,5066;3,1614;2,7154;2,9337;4,5270;1,2747;4,3244;5,4209;0,1423;3,4451;0,1859;0,6084;3,0796;0,4565;0,4422;0,6014;0,9159;2,3146;0,2904;1,2699;0,4793;0,0772;0,1938;0,2583;0,7131;0,9449;0,0529;2,7611;5,3414;0,3331;0,6204;5,5816;8;008/A/NBP/2022;
20220114;0,1192;3,9597;2,8795;0,5087;3,1725;2,7133;2,9437;4,5372;1,2789;4,3466;5,4387;0,1416;3,4761;0,1854;0,6097;3,0823;0,4556;0,4422;0,6035;0,9179;2,3198;0,2920;1,2727;0,4850;0,0771;0,1951;0,2584;0,7161;0,9476;0,0520;2,7696;5,3413;0,3334;0,6235;5,5706;9;009/A/NBP/2022;
20220117;0,1196;3,9567;2,8552;0,5080;3,1627;2,6940;2,9351;4,5201;1,2703;4,3310;5,4123;0,1406;3,4556;0,1848;0,6074;3,0791;0,4530;0,4382;0,6010;0,9141;2,3111;0,2929;1,2727;0,4827;0,0772;0,1949;0,2569;0,7149;0,9458;0,0518;2,7635;5,3296;0,3321;0,6234;5,5594;10;010/A/NBP/2022;
20220118;0,1199;3,9734;2,8564;0,5098;3,1723;2,6909;2,9457;4,5275;1,2693;4,3436;5,4144;0,1398;3,4647;0,1855;0,6083;3,0968;0,4524;0,4384;0,6019;0,9155;2,3149;0,2934;1,2729;0,4830;0,0771;0,1949;0,2568;0,7201;0,9496;0,0518;2,7710;5,3272;0,3335;0,6255;5,5685;11;011/A/NBP/2022;
20220119;0,1209;3,9930;2,8758;0,5124;3,1991;2,7122;2,9606;4,5279;1,2699;4,3594;5,4357;0,1404;3,4864;0,1863;0,6084;3,1141;0,4556;0,4373;0,6018;0,9157;2,3151;0,2939;1,2776;0,4882;0,0776;0,1961;0,2596;0,7173;0,9523;0,0522;2,7802;5,3642;0,3354;0,6289;5,5910;12;012/A/NBP/2022;
20220120;0,1211;3,9833;2,8803;0,5115;3,1899;2,6985;2,9585;4,5201;1,2662;4,3511;5,4279;0,1407;3,4852;0,1863;0,6074;3,1130;0,4530;0,4372;0,6006;0,9140;2,3111;0,2958;1,2714;0,4924;0,0775;0,1944;0,2608;0,7324;0,9510;0,0520;2,7783;5,3461;0,3349;0,6280;5,5868;13;013/A/NBP/2022;
20220121;0,1212;3,9953;2,8723;0,5130;3,1898;2,6830;2,9695;4,5303;1,2689;4,3786;5,4210;0,1412;3,5056;0,1862;0,6087;3,1072;0,4519;0,4359;0,6017;0,9160;2,3163;0,2980;1,2717;0,4977;0,0778;0,1950;0,2636;0,7372;0,9543;0,0522;2,7866;5,3680;0,3352;0,6301;5,6035;14;014/A/NBP/2022;
20220124;0,1214;4,0049;2,8654;0,5144;3,1791;2,6856;2,9796;4,5358;1,2647;4,3932;5,4169;0,1412;3,5250;0,1858;0,6094;3,1110;0,4480;0,4350;0,6026;0,9172;2,3191;0,2991;1,2666;0,5013;0,0781;0,1955;0,2637;0,7345;0,9561;0,0513;2,7924;5,3704;0,3350;0,6331;5,6039;15;015/A/NBP/2022;
20220125;0,1228;4,0593;2,9024;0,5213;3,2125;2,7117;3,0206;4,5821;1,2707;4,4161;5,4731;0,1416;3,5592;0,1873;0,6155;3,1384;0,4510;0,4374;0,6085;0,9267;2,3428;0,2996;1,2795;0,5028;0,0791;0,1969;0,2653;0,7397;0,9689;0,0517;2,8289;5,4288;0,3390;0,6415;5,6786;16;016/A/NBP/2022;
20220126;0,1234;4,0684;2,9169;0,5224;3,2355;2,7216;3,0255;4,5920;1,2769;4,4211;5,4958;0,1412;3,5649;0,1876;0,6170;3,1495;0,4577;0,4398;0,6099;0,9286;2,3478;0,3011;1,2793;0,5086;0,0794;0,1978;0,2684;0,7473;0,9706;0,0515;2,8346;5,4316;0,3399;0,6436;5,7008;17;017/A/NBP/2022;
20220127;0,1230;4,0830;2,8956;0,5240;3,2223;2,7044;3,0221;4,5713;1,2745;4,4029;5,4818;0,1408;3,5501;0,1864;0,6142;3,1439;0,4560;0,4372;0,6071;0,9244;2,3372;0,2996;1,2783;0,5085;0,0797;0,1972;0,2673;0,7515;0,9727;0,0519;2,8382;5,4389;0,3394;0,6417;5,6740;18;018/A/NBP/2022;
20220128;0,1230;4,1048;2,8738;0,5268;3,2123;2,6913;3,0248;4,5697;1,2790;4,4086;5,4934;0,1426;3,5504;0,1865;0,6139;3,1690;0,4565;0,4349;0,6068;0,9238;2,3364;0,3014;1,2850;0,5098;0,0801;0,1973;0,2645;0,7592;0,9797;0,0527;2,8531;5,4701;0,3388;0,6454;5,7000;19;019/A/NBP/2022;
20220131;0,1236;4,1147;2,9019;0,5276;3,2318;2,7075;3,0386;4,5982;1,2840;4,4156;5,5320;0,1446;3,5650;0,1881;0,6178;3,2066;0,4597;0,4389;0,6108;0,9295;2,3510;0,3077;1,2905;0,5059;0,0807;0,1983;0,2650;0,7666;0,9831;0,0531;2,8610;5,5142;0,3403;0,6486;5,7415;20;020/A/NBP/2022;
20220201;0,1225;4,0689;2,8813;0,5219;3,2106;2,6837;3,0158;4,5820;1,2889;4,4087;5,4920;0,1436;3,5475;0,1884;0,6158;3,1908;0,4589;0,4382;0,6089;0,9261;2,3427;0,3038;1,2858;0,5082;0,0797;0,1979;0,2662;0,7671;0,9721;0,0528;2,8292;5,4384;0,3383;0,6463;5,7163;21;021/A/NBP/2022;
20220202;0,1213;4,0283;2,8771;0,5169;3,1757;2,6761;2,9889;4,5500;1,2814;4,3790;5,4556;0,1418;3,5214;0,1874;0,6117;3,1597;0,4583;0,4368;0,6045;0,9197;2,3264;0,2993;1,2761;0,5018;0,0789;0,1966;0,2636;0,7650;0,9624;0,0528;2,8057;5,3839;0,3352;0,6418;5,6490;22;022/A/NBP/2022;
20220203;0,1214;4,0267;2,8651;0,5165;3,1684;2,6715;2,9845;4,5439;1,2812;4,3656;5,4598;0,1424;3,5092;0,1878;0,6109;3,1776;0,4558;0,4367;0,6037;0,9187;2,3232;0,2963;1,2630;0,4967;0,0788;0,1953;0,2616;0,7652;0,9625;0,0526;2,8007;5,3790;0,3343;0,6409;5,6210;23;023/A/NBP/2022;
20220204;0,1202;3,9657;2,8199;0,5092;3,1193;2,6355;2,9504;4,5459;1,2829;4,3046;5,3810;0,1411;3,4497;0,1864;0,6109;3,1834;0,4544;0,4350;0,6037;0,9190;2,3243;0,2925;1,2395;0,4844;0,0775;0,1927;0,2588;0,7505;0,9489;0,0522;2,7578;5,3089;0,3308;0,6412;5,6358;24;024/A/NBP/2022;
20220207;0,1207;3,9872;2,8296;0,5116;3,1316;2,6404;2,9648;4,5550;1,2900;4,3112;5,3893;0,1424;3,4666;0,1879;0,6119;3,1764;0,4514;0,4355;0,6056;0,9209;2,3289;0,2942;1,2455;0,4813;0,0775;0,1924;0,2570;0,7486;0,9527;0,0528;2,7696;5,3389;0,3324;0,6270;5,5889;25;025/A/NBP/2022;
20220208;0,1205;3,9693;2,8322;0,5092;3,1296;2,6384;2,9515;4,5274;1,2803;4,2973;5,3792;0,1417;3,4403;0,1871;0,6082;3,1704;0,4522;0,4347;0,6020;0,9152;2,3148;0,2908;1,2370;0,4813;0,0772;0,1925;0,2560;0,7540;0,9485;0,0527;2,7579;5,3097;0,3314;0,6234;5,5555;26;026/A/NBP/2022;
20220209;0,1208;3,9530;2,8315;0,5072;3,1138;2,6347;2,9439;4,5167;1,2790;4,2798;5,3633;0,1413;3,4263;0,1860;0,6068;3,1718;0,4494;0,4335;0,6002;0,9131;2,3093;0,2909;1,2307;0,4777;0,0771;0,1925;0,2578;0,7515;0,9446;0,0529;2,7533;5,2847;0,3307;0,6213;5,5574;27;027/A/NBP/2022;
20220210;0,1203;3,9218;2,8191;0,5032;3,0939;2,6237;2,9231;4,4879;1,2694;4,2465;5,3225;0,1407;3,3870;0,1842;0,6031;3,1650;0,4450;0,4284;0,5962;0,9075;2,2946;0,2896;1,2195;0,4822;0,0765;0,1919;0,2590;0,7490;0,9374;0,0525;2,7344;5,2329;0,3281;0,6168;5,5103;28;028/A/NBP/2022;
20220211;0,1213;3,9665;2,8261;0,5084;3,1159;2,6370;2,9496;4,5163;1,2769;4,2754;5,3772;0,1414;3,4177;0,1852;0,6069;3,1850;0,4486;0,4260;0,5998;0,9134;2,3091;0,2942;1,2248;0,4926;0,0774;0,1936;0,2631;0,7555;0,9468;0,0529;2,7638;5,2618;0,3317;0,6238;5,5429;29;029/A/NBP/2022;
20220214;0,1243;4,0439;2,8696;0,5182;3,1666;2,6717;3,0003;4,5743;1,2814;4,3750;5,4645;0,1416;3,5149;0,1862;0,6147;3,2259;0,4522;0,4292;0,6075;0,9249;2,3388;0,2981;1,2391;0,4992;0,0787;0,1967;0,2649;0,7698;0,9650;0,0523;2,8225;5,3487;0,3379;0,6360;5,6183;30;030/A/NBP/2022;
