,Data zmiany,Cena,Akcyza,Opłata paliwowa
1048,2018-04-10,"3 696,00","1 171,00",29305
1049,2018-04-07,"3 690,00","1 171,00",29305
1050,2018-04-06,"3 700,00","1 171,00",29305
1051,2018-04-05,"3 700,00","1 171,00",29305
1052,2018-04-04,"3 702,00","1 171,00",29305
1053,2018-03-31,"3 702,00","1 171,00",29305
1054,2018-03-30,"3 692,00","1 171,00",29305
1055,2018-03-29,"3 694,00","1 171,00",29305
1056,2018-03-28,"3 696,00","1 171,00",29305
1057,2018-03-27,"3 682,00","1 171,00",29305
1058,2018-03-24,"3 685,00","1 171,00",29305
1059,2018-03-23,"3 667,00","1 171,00",29305
1060,2018-03-22,"3 646,00","1 171,00",29305
1061,2018-03-21,"3 613,00","1 171,00",29305
1062,2018-03-20,"3 594,00","1 171,00",29305
1063,2018-03-17,"3 577,00","1 171,00",29305
1064,2018-03-16,"3 566,00","1 171,00",29305
1065,2018-03-15,"3 562,00","1 171,00",29305
1066,2018-03-14,"3 562,00","1 171,00",29305
1067,2018-03-13,"3 558,00","1 171,00",29305
1068,2018-03-10,"3 560,00","1 171,00",29305
1069,2018-03-09,"3 541,00","1 171,00",29305
1070,2018-03-08,"3 543,00","1 171,00",29305
1071,2018-03-07,"3 550,00","1 171,00",29305
1072,2018-03-06,"3 545,00","1 171,00",29305
1073,2018-03-03,"3 545,00","1 171,00",29305
1074,2018-03-02,"3 563,00","1 171,00",29305
1075,2018-03-01,"3 586,00","1 171,00",29305
1076,2018-02-28,"3 592,00","1 171,00",29305
1077,2018-02-27,"3 590,00","1 171,00",29305
1078,2018-02-24,"3 560,00","1 171,00",29305
1079,2018-02-23,"3 537,00","1 171,00",29305
1080,2018-02-22,"3 523,00","1 171,00",29305
1081,2018-02-21,"3 506,00","1 171,00",29305
1082,2018-02-20,"3 482,00","1 171,00",29305
1083,2018-02-17,"3 463,00","1 171,00",29305
1084,2018-02-16,"3 450,00","1 171,00",29305
1085,2018-02-15,"3 457,00","1 171,00",29305
1086,2018-02-14,"3 470,00","1 171,00",29305
1087,2018-02-13,"3 499,00","1 171,00",29305
1088,2018-02-10,"3 510,00","1 171,00",29305
1089,2018-02-09,"3 533,00","1 171,00",29305
1090,2018-02-08,"3 553,00","1 171,00",29305
1091,2018-02-07,"3 573,00","1 171,00",29305
1092,2018-02-06,"3 587,00","1 171,00",29305
1093,2018-02-03,"3 584,00","1 171,00",29305
1094,2018-02-02,"3 588,00","1 171,00",29305
1095,2018-02-01,"3 585,00","1 171,00",29305
1096,2018-01-31,"3 599,00","1 171,00",29305
1097,2018-01-30,"3 610,00","1 171,00",29305
1098,2018-01-27,"3 617,00","1 171,00",29305
1099,2018-01-26,"3 619,00","1 171,00",29305
1100,2018-01-25,"3 617,00","1 171,00",29305
1101,2018-01-24,"3 617,00","1 171,00",29305
1102,2018-01-23,"3 613,00","1 171,00",29305
1103,2018-01-20,"3 612,00","1 171,00",29305
1104,2018-01-19,"3 624,00","1 171,00",29305
1105,2018-01-18,"3 630,00","1 171,00",29305
1106,2018-01-17,"3 637,00","1 171,00",29305
1107,2018-01-16,"3 656,00","1 171,00",29305
1108,2018-01-13,"3 665,00","1 171,00",29305
1109,2018-01-12,"3 692,00","1 171,00",29305
1110,2018-01-11,"3 676,00","1 171,00",29305
1111,2018-01-10,"3 658,00","1 171,00",29305
1112,2018-01-09,"3 649,00","1 171,00",29305
1113,2018-01-06,"3 647,00","1 171,00",29305
1114,2018-01-05,"3 663,00","1 171,00",29305
1115,2018-01-04,"3 661,00","1 171,00",29305
1116,2018-01-03,"3 656,00","1 171,00",29305
1117,2018-01-01,"3 677,00","1 171,00",29305
1118,2017-12-30,"3 672,00","1 171,00",28805
1119,2017-12-29,"3 665,00","1 171,00",28805
1120,2017-12-28,"3 650,00","1 171,00",28805
1121,2017-12-23,"3 635,00","1 171,00",28805
1122,2017-12-22,"3 633,00","1 171,00",28805
1123,2017-12-21,"3 631,00","1 171,00",28805
1124,2017-12-20,"3 628,00","1 171,00",28805
1125,2017-12-19,"3 632,00","1 171,00",28805
1126,2017-12-16,"3 628,00","1 171,00",28805
1127,2017-12-15,"3 629,00","1 171,00",28805
1128,2017-12-14,"3 633,00","1 171,00",28805
1129,2017-12-13,"3 636,00","1 171,00",28805
1130,2017-12-12,"3 603,00","1 171,00",28805
1131,2017-12-09,"3 582,00","1 171,00",28805
1132,2017-12-08,"3 572,00","1 171,00",28805
1133,2017-12-07,"3 575,00","1 171,00",28805
1134,2017-12-06,"3 593,00","1 171,00",28805
1135,2017-12-05,"3 598,00","1 171,00",28805
1136,2017-12-02,"3 605,00","1 171,00",28805
1137,2017-12-01,"3 603,00","1 171,00",28805
1138,2017-11-30,"3 607,00","1 171,00",28805
1139,2017-11-29,"3 612,00","1 171,00",28805
1140,2017-11-28,"3 613,00","1 171,00",28805
1141,2017-11-25,"3 625,00","1 171,00",28805
1142,2017-11-24,"3 627,00","1 171,00",28805
1143,2017-11-23,"3 631,00","1 171,00",28805
1144,2017-11-22,"3 629,00","1 171,00",28805
1145,2017-11-21,"3 626,00","1 171,00",28805
1146,2017-11-18,"3 635,00","1 171,00",28805
1147,2017-11-17,"3 624,00","1 171,00",28805
1148,2017-11-16,"3 633,00","1 171,00",28805
1149,2017-11-15,"3 650,00","1 171,00",28805
1150,2017-11-14,"3 672,00","1 171,00",28805
1151,2017-11-11,"3 660,00","1 171,00",28805
1152,2017-11-10,"3 661,00","1 171,00",28805
1153,2017-11-09,"3 656,00","1 171,00",28805
1154,2017-11-08,"3 642,00","1 171,00",28805
1155,2017-11-07,"3 617,00","1 171,00",28805
1156,2017-11-04,"3 604,00","1 171,00",28805
1157,2017-11-03,"3 604,00","1 171,00",28805
1158,2017-11-01,"3 610,00","1 171,00",28805
1159,2017-10-31,"3 593,00","1 171,00",28805
1160,2017-10-28,"3 574,00","1 171,00",28805
1161,2017-10-27,"3 541,00","1 171,00",28805
1162,2017-10-26,"3 535,00","1 171,00",28805
1163,2017-10-25,"3 527,00","1 171,00",28805
1164,2017-10-24,"3 531,00","1 171,00",28805
1165,2017-10-21,"3 536,00","1 171,00",28805
1166,2017-10-20,"3 535,00","1 171,00",28805
1167,2017-10-19,"3 544,00","1 171,00",28805
1168,2017-10-18,"3 551,00","1 171,00",28805
1169,2017-10-17,"3 536,00","1 171,00",28805
1170,2017-10-14,"3 523,00","1 171,00",28805
1171,2017-10-13,"3 518,00","1 171,00",28805
1172,2017-10-12,"3 524,00","1 171,00",28805
1173,2017-10-11,"3 535,00","1 171,00",28805
1174,2017-10-10,"3 538,00","1 171,00",28805
1175,2017-10-07,"3 547,00","1 171,00",28805
1176,2017-10-06,"3 557,00","1 171,00",28805
1177,2017-10-05,"3 547,00","1 171,00",28805
1178,2017-10-04,"3 566,00","1 171,00",28805
1179,2017-10-03,"3 588,00","1 171,00",28805
1180,2017-09-30,"3 597,00","1 171,00",28805
1181,2017-09-29,"3 597,00","1 171,00",28805
1182,2017-09-28,"3 583,00","1 171,00",28805
1183,2017-09-27,"3 559,00","1 171,00",28805
1184,2017-09-26,"3 553,00","1 171,00",28805
1185,2017-09-23,"3 532,00","1 171,00",28805
1186,2017-09-22,"3 527,00","1 171,00",28805
1187,2017-09-21,"3 515,00","1 171,00",28805
1188,2017-09-20,"3 508,00","1 171,00",28805
1189,2017-09-19,"3 509,00","1 171,00",28805
1190,2017-09-16,"3 515,00","1 171,00",28805
1191,2017-09-15,"3 493,00","1 171,00",28805
1192,2017-09-14,"3 480,00","1 171,00",28805
1193,2017-09-13,"3 468,00","1 171,00",28805
1194,2017-09-12,"3 479,00","1 171,00",28805
1195,2017-09-09,"3 487,00","1 171,00",28805
1196,2017-09-08,"3 491,00","1 171,00",28805
1197,2017-09-07,"3 477,00","1 171,00",28805
1198,2017-09-06,"3 469,00","1 171,00",28805
1199,2017-09-05,"3 453,00","1 171,00",28805
1200,2017-09-03,"3 451,00","1 171,00",28805
1201,2017-09-02,"3 451,00","1 171,00",28805
1202,2017-09-01,"3 411,00","1 171,00",28805
1203,2017-08-31,"3 395,00","1 171,00",28805
1204,2017-08-30,"3 385,00","1 171,00",28805
1205,2017-08-26,"3 392,00","1 171,00",28805
1206,2017-08-25,"3 393,00","1 171,00",28805
1207,2017-08-24,"3 381,00","1 171,00",28805
1208,2017-08-23,"3 375,00","1 171,00",28805
1209,2017-08-22,"3 367,00","1 171,00",28805
1210,2017-08-19,"3 365,00","1 171,00",28805
1211,2017-08-18,"3 360,00","1 171,00",28805
1212,2017-08-17,"3 380,00","1 171,00",28805
1213,2017-08-15,"3 407,00","1 171,00",28805
1214,2017-08-12,"3 411,00","1 171,00",28805
1215,2017-08-11,"3 405,00","1 171,00",28805
1216,2017-08-10,"3 391,00","1 171,00",28805
1217,2017-08-09,"3 389,00","1 171,00",28805
1218,2017-08-08,"3 389,00","1 171,00",28805
1219,2017-08-05,"3 397,00","1 171,00",28805
1220,2017-08-04,"3 400,00","1 171,00",28805
1221,2017-08-03,"3 398,00","1 171,00",28805
1222,2017-08-02,"3 398,00","1 171,00",28805
1223,2017-08-01,"3 402,00","1 171,00",28805
1224,2017-07-29,"3 388,00","1 171,00",28805
1225,2017-07-28,"3 367,00","1 171,00",28805
1226,2017-07-27,"3 343,00","1 171,00",28805
1227,2017-07-26,"3 359,00","1 171,00",28805
1228,2017-07-25,"3 360,00","1 171,00",28805
1229,2017-07-22,"3 367,00","1 171,00",28805
1230,2017-07-21,"3 377,00","1 171,00",28805
1231,2017-07-20,"3 367,00","1 171,00",28805
1232,2017-07-19,"3 367,00","1 171,00",28805
1233,2017-07-18,"3 369,00","1 171,00",28805
1234,2017-07-15,"3 368,00","1 171,00",28805
1235,2017-07-14,"3 355,00","1 171,00",28805
1236,2017-07-13,"3 346,00","1 171,00",28805
1237,2017-07-12,"3 344,00","1 171,00",28805
1238,2017-07-11,"3 346,00","1 171,00",28805
1239,2017-07-08,"3 360,00","1 171,00",28805
1240,2017-07-07,"3 386,00","1 171,00",28805
1241,2017-07-06,"3 379,00","1 171,00",28805
1242,2017-07-05,"3 379,00","1 171,00",28805
1243,2017-07-04,"3 346,00","1 171,00",28805
1244,2017-07-01,"3 329,00","1 171,00",28805
1245,2017-06-30,"3 329,00","1 171,00",28805
1246,2017-06-29,"3 288,00","1 171,00",28805
1247,2017-06-28,"3 285,00","1 171,00",28805
1248,2017-06-27,"3 261,00","1 171,00",28805
1249,2017-06-24,"3 267,00","1 171,00",28805
1250,2017-06-23,"3 273,00","1 171,00",28805
1251,2017-06-22,"3 264,00","1 171,00",28805
1252,2017-06-21,"3 249,00","1 171,00",28805
1253,2017-06-20,"3 249,00","1 171,00",28805
1254,2017-06-17,"3 242,00","1 171,00",28805
1255,2017-06-15,"3 244,00","1 171,00",28805
1256,2017-06-14,"3 247,00","1 171,00",28805
1257,2017-06-13,"3 250,00","1 171,00",28805
1258,2017-06-10,"3 244,00","1 171,00",28805
1259,2017-06-09,"3 240,00","1 171,00",28805
1260,2017-06-08,"3 243,00","1 171,00",28805
1261,2017-06-07,"3 260,00","1 171,00",28805
1262,2017-06-06,"3 281,00","1 171,00",28805
1263,2017-06-03,"3 301,00","1 171,00",28805
1264,2017-06-02,"3 322,00","1 171,00",28805
1265,2017-06-01,"3 334,00","1 171,00",28805
1266,2017-05-31,"3 359,00","1 171,00",28805
1267,2017-05-27,"3 382,00","1 171,00",28805
1268,2017-05-26,"3 401,00","1 171,00",28805
1269,2017-05-25,"3 412,00","1 171,00",28805
1270,2017-05-24,"3 405,00","1 171,00",28805
1271,2017-05-23,"3 410,00","1 171,00",28805
1272,2017-05-20,"3 399,00","1 171,00",28805
1273,2017-05-19,"3 391,00","1 171,00",28805
1274,2017-05-18,"3 387,00","1 171,00",28805
1275,2017-05-17,"3 385,00","1 171,00",28805
1276,2017-05-16,"3 392,00","1 171,00",28805
1277,2017-05-13,"3 383,00","1 171,00",28805
1278,2017-05-12,"3 364,00","1 171,00",28805
1279,2017-05-11,"3 339,00","1 171,00",28805
1280,2017-05-10,"3 326,00","1 171,00",28805
1281,2017-05-09,"3 319,00","1 171,00",28805
1282,2017-05-06,"3 329,00","1 171,00",28805
1283,2017-05-05,"3 347,00","1 171,00",28805
1284,2017-05-03,"3 391,00","1 171,00",28805
1285,2017-04-29,"3 411,00","1 171,00",28805
1286,2017-04-28,"3 421,00","1 171,00",28805
1287,2017-04-27,"3 433,00","1 171,00",28805
1288,2017-04-26,"3 474,00","1 171,00",28805
1289,2017-04-25,"3 496,00","1 171,00",28805
1290,2017-04-22,"3 525,00","1 171,00",28805
1291,2017-04-21,"3 547,00","1 171,00",28805
1292,2017-04-20,"3 562,00","1 171,00",28805
1293,2017-04-19,"3 572,00","1 171,00",28805
1294,2017-04-14,"3 592,00","1 171,00",28805
1295,2017-04-13,"3 591,00","1 171,00",28805
1296,2017-04-12,"3 579,00","1 171,00",28805
1297,2017-04-11,"3 562,00","1 171,00",28805
1298,2017-04-08,"3 544,00","1 171,00",28805
1299,2017-04-07,"3 527,00","1 171,00",28805
1300,2017-04-06,"3 511,00","1 171,00",28805
1301,2017-04-05,"3 495,00","1 171,00",28805
1302,2017-04-04,"3 465,00","1 171,00",28805
1303,2017-04-01,"3 457,00","1 171,00",28805
1304,2017-03-31,"3 445,00","1 171,00",28805
1305,2017-03-30,"3 420,00","1 171,00",28805
1306,2017-03-29,"3 411,00","1 171,00",28805
1307,2017-03-28,"3 406,00","1 171,00",28805
1308,2017-03-25,"3 409,00","1 171,00",28805
1309,2017-03-24,"3 417,00","1 171,00",28805
1310,2017-03-23,"3 427,00","1 171,00",28805
1311,2017-03-22,"3 437,00","1 171,00",28805
1312,2017-03-21,"3 447,00","1 171,00",28805
1313,2017-03-18,"3 449,00","1 171,00",28805
1314,2017-03-17,"3 455,00","1 171,00",28805
1315,2017-03-16,"3 464,00","1 171,00",28805
1316,2017-03-15,"3 467,00","1 171,00",28805
1317,2017-03-14,"3 487,00","1 171,00",28805
1318,2017-03-11,"3 522,00","1 171,00",28805
1319,2017-03-10,"3 557,00","1 171,00",28805
1320,2017-03-09,"3 585,00","1 171,00",28805
1321,2017-03-08,"3 591,00","1 171,00",28805
1322,2017-03-07,"3 589,00","1 171,00",28805
1323,2017-03-04,"3 597,00","1 171,00",28805
1324,2017-03-03,"3 602,00","1 171,00",28805
1325,2017-03-02,"3 610,00","1 171,00",28805
1326,2017-03-01,"3 604,00","1 171,00",28805
1327,2017-02-28,"3 613,00","1 171,00",28805
1328,2017-02-25,"3 613,00","1 171,00",28805
1329,2017-02-24,"3 617,00","1 171,00",28805
1330,2017-02-23,"3 606,00","1 171,00",28805
1331,2017-02-22,"3 612,00","1 171,00",28805
1332,2017-02-21,"3 599,00","1 171,00",28805
1333,2017-02-18,"3 592,00","1 171,00",28805
1334,2017-02-17,"3 597,00","1 171,00",28805
1335,2017-02-16,"3 601,00","1 171,00",28805
1336,2017-02-15,"3 596,00","1 171,00",28805
1337,2017-02-14,"3 593,00","1 171,00",28805
1338,2017-02-13,"3 599,00","1 171,00",28805
1339,2017-02-11,"3 590,00","1 171,00",28805
1340,2017-02-10,"3 586,00","1 171,00",28805
1341,2017-02-09,"3 585,00","1 171,00",28805
1342,2017-02-08,"3 584,00","1 171,00",28805
1343,2017-02-07,"3 590,00","1 171,00",28805
1344,2017-02-04,"3 596,00","1 171,00",28805
1345,2017-02-03,"3 593,00","1 171,00",28805
1346,2017-02-02,"3 599,00","1 171,00",28805
1347,2017-02-01,"3 597,00","1 171,00",28805
1348,2017-01-31,"3 600,00","1 171,00",28805
1349,2017-01-28,"3 605,00","1 171,00",28805
1350,2017-01-27,"3 611,00","1 171,00",28805
1351,2017-01-26,"3 604,00","1 171,00",28805
1352,2017-01-25,"3 604,00","1 171,00",28805
1353,2017-01-24,"3 588,00","1 171,00",28805
1354,2017-01-21,"3 600,00","1 171,00",28805
1355,2017-01-20,"3 594,00","1 171,00",28805
1356,2017-01-19,"3 604,00","1 171,00",28805
1357,2017-01-18,"3 613,00","1 171,00",28805
1358,2017-01-17,"3 615,00","1 171,00",28805
1359,2017-01-14,"3 619,00","1 171,00",28805
1360,2017-01-13,"3 627,00","1 171,00",28805
1361,2017-01-12,"3 629,00","1 171,00",28805
1362,2017-01-11,"3 636,00","1 171,00",28805
1363,2017-01-10,"3 660,00","1 171,00",28805
1364,2017-01-06,"3 681,00","1 171,00",28805
1365,2017-01-05,"3 699,00","1 171,00",28805
1366,2017-01-04,"3 709,00","1 171,00",28805
1367,2016-12-31,"3 722,00","1 171,00",28805
1368,2016-12-30,"3 719,00","1 171,00",28805
1369,2016-12-29,"3 704,00","1 171,00",28805
1370,2016-12-24,"3 684,00","1 171,00",28805
1371,2016-12-23,"3 698,00","1 171,00",28805
1372,2016-12-22,"3 703,00","1 171,00",28805
1373,2016-12-21,"3 707,00","1 171,00",28805
1374,2016-12-20,"3 685,00","1 171,00",28805
1375,2016-12-17,"3 683,00","1 171,00",28805
1376,2016-12-16,"3 672,00","1 171,00",28805
1377,2016-12-15,"3 676,00","1 171,00",28805
1378,2016-12-14,"3 678,00","1 171,00",28805
1379,2016-12-13,"3 640,00","1 171,00",28805
1380,2016-12-10,"3 610,00","1 171,00",28805
1381,2016-12-09,"3 599,00","1 171,00",28805
1382,2016-12-08,"3 627,00","1 171,00",28805
1383,2016-12-07,"3 643,00","1 171,00",28805
1384,2016-12-06,"3 651,00","1 171,00",28805
1385,2016-12-03,"3 606,00","1 171,00",28805
1386,2016-12-02,"3 546,00","1 171,00",28805
1387,2016-12-01,"3 503,00","1 171,00",28805
1388,2016-11-30,"3 487,00","1 171,00",28805
1389,2016-11-29,"3 506,00","1 171,00",28805
1390,2016-11-26,"3 510,00","1 171,00",28805
1391,2016-11-25,"3 522,00","1 171,00",28805
1392,2016-11-24,"3 513,00","1 171,00",28805
1393,2016-11-23,"3 508,00","1 171,00",28805
1394,2016-11-22,"3 483,00","1 171,00",28805
1395,2016-11-19,"3 453,00","1 171,00",28805
1396,2016-11-18,"3 417,00","1 171,00",28805
1397,2016-11-17,"3 383,00","1 171,00",28805
1398,2016-11-16,"3 364,00","1 171,00",28805
1399,2016-11-15,"3 342,00","1 171,00",28805
1400,2016-11-11,"3 349,00","1 171,00",28805
1401,2016-11-10,"3 336,00","1 171,00",28805
1402,2016-11-09,"3 333,00","1 171,00",28805
1403,2016-11-08,"3 331,00","1 171,00",28805
1404,2016-11-05,"3 332,00","1 171,00",28805
1405,2016-11-04,"3 354,00","1 171,00",28805
1406,2016-11-03,"3 395,00","1 171,00",28805
1407,2016-11-01,"3 483,00","1 171,00",28805
1408,2016-10-29,"3 499,00","1 171,00",28805
1409,2016-10-28,"3 510,00","1 171,00",28805
1410,2016-10-27,"3 501,00","1 171,00",28805
1411,2016-10-26,"3 509,00","1 171,00",28805
1412,2016-10-25,"3 517,00","1 171,00",28805
1413,2016-10-22,"3 525,00","1 171,00",28805
1414,2016-10-21,"3 522,00","1 171,00",28805
1415,2016-10-20,"3 538,00","1 171,00",28805
1416,2016-10-19,"3 493,00","1 171,00",28805
1417,2016-10-18,"3 497,00","1 171,00",28805
1418,2016-10-15,"3 485,00","1 171,00",28805
1419,2016-10-14,"3 508,00","1 171,00",28805
1420,2016-10-13,"3 487,00","1 171,00",28805
1421,2016-10-12,"3 486,00","1 171,00",28805
1422,2016-10-11,"3 487,00","1 171,00",28805
1423,2016-10-08,"3 469,00","1 171,00",28805
1424,2016-10-07,"3 480,00","1 171,00",28805
1425,2016-10-06,"3 458,00","1 171,00",28805
1426,2016-10-05,"3 439,00","1 171,00",28805
1427,2016-10-04,"3 403,00","1 171,00",28805
1428,2016-10-01,"3 405,00","1 171,00",28805
1429,2016-09-30,"3 392,00","1 171,00",28805
1430,2016-09-29,"3 331,00","1 171,00",28805
1431,2016-09-28,"3 344,00","1 171,00",28805
1432,2016-09-27,"3 358,00","1 171,00",28805
1433,2016-09-24,"3 360,00","1 171,00",28805
1434,2016-09-23,"3 356,00","1 171,00",28805
1435,2016-09-22,"3 368,00","1 171,00",28805
1436,2016-09-21,"3 355,00","1 171,00",28805
1437,2016-09-20,"3 366,00","1 171,00",28805
1438,2016-09-17,"3 353,00","1 171,00",28805
1439,2016-09-16,"3 360,00","1 171,00",28805
1440,2016-09-15,"3 370,00","1 171,00",28805
1441,2016-09-14,"3 381,00","1 171,00",28805
1442,2016-09-13,"3 386,00","1 171,00",28805
1443,2016-09-10,"3 387,00","1 171,00",28805
1444,2016-09-09,"3 394,00","1 171,00",28805
1445,2016-09-08,"3 366,00","1 171,00",28805
1446,2016-09-07,"3 369,00","1 171,00",28805
1447,2016-09-06,"3 377,00","1 171,00",28805
1448,2016-09-03,"3 385,00","1 171,00",28805
1449,2016-09-02,"3 369,00","1 171,00",28805
1450,2016-09-01,"3 382,00","1 171,00",28805
1451,2016-08-31,"3 371,00","1 171,00",28805
1452,2016-08-28,"3 378,00","1 171,00",28805
1453,2016-08-27,"3 363,00","1 171,00",28805
1454,2016-08-26,"3 346,00","1 171,00",28805
1455,2016-08-25,"3 338,00","1 171,00",28805
1456,2016-08-24,"3 342,00","1 171,00",28805
1457,2016-08-23,"3 338,00","1 171,00",28805
1458,2016-08-20,"3 328,00","1 171,00",28805
1459,2016-08-19,"3 315,00","1 171,00",28805
1460,2016-08-18,"3 292,00","1 171,00",28805
1461,2016-08-17,"3 280,00","1 171,00",28805
1462,2016-08-13,"3 217,00","1 171,00",28805
1463,2016-08-12,"3 202,00","1 171,00",28805
1464,2016-08-11,"3 191,00","1 171,00",28805
1465,2016-08-10,"3 181,00","1 171,00",28805
1466,2016-08-09,"3 162,00","1 171,00",28805
1467,2016-08-06,"3 140,00","1 171,00",28805
1468,2016-08-05,"3 121,00","1 171,00",28805
1469,2016-08-04,"3 113,00","1 171,00",28805
1470,2016-08-03,"3 125,00","1 171,00",28805
1471,2016-08-02,"3 144,00","1 171,00",28805
1472,2016-07-30,"3 177,00","1 171,00",28805
1473,2016-07-29,"3 196,00","1 171,00",28805
1474,2016-07-28,"3 215,00","1 171,00",28805
1475,2016-07-27,"3 226,00","1 171,00",28805
1476,2016-07-26,"3 249,00","1 171,00",28805
1477,2016-07-23,"3 275,00","1 171,00",28805
1478,2016-07-22,"3 288,00","1 171,00",28805
1479,2016-07-21,"3 279,00","1 171,00",28805
1480,2016-07-20,"3 269,00","1 171,00",28805
1481,2016-07-19,"3 269,00","1 171,00",28805
1482,2016-07-16,"3 264,00","1 171,00",28805
1483,2016-07-15,"3 279,00","1 171,00",28805
1484,2016-07-14,"3 290,00","1 171,00",28805
1485,2016-07-13,"3 310,00","1 171,00",28805
1486,2016-07-12,"3 315,00","1 171,00",28805
1487,2016-07-09,"3 324,00","1 171,00",28805
1488,2016-07-08,"3 333,00","1 171,00",28805
1489,2016-07-07,"3 348,00","1 171,00",28805
1490,2016-07-06,"3 359,00","1 171,00",28805
1491,2016-07-05,"3 377,00","1 171,00",28805
1492,2016-07-02,"3 397,00","1 171,00",28805
1493,2016-07-01,"3 399,00","1 171,00",28805
1494,2016-06-30,"3 383,00","1 171,00",28805
1495,2016-06-29,"3 372,00","1 171,00",28805
1496,2016-06-28,"3 375,00","1 171,00",28805
1497,2016-06-25,"3 385,00","1 171,00",28805
1498,2016-06-24,"3 374,00","1 171,00",28805
1499,2016-06-23,"3 377,00","1 171,00",28805
1500,2016-06-22,"3 369,00","1 171,00",28805
1501,2016-06-21,"3 354,00","1 171,00",28805
1502,2016-06-18,"3 354,00","1 171,00",28805
1503,2016-06-17,"3 366,00","1 171,00",28805
1504,2016-06-16,"3 393,00","1 171,00",28805
1505,2016-06-15,"3 395,00","1 171,00",28805
1506,2016-06-14,"3 395,00","1 171,00",28805
1507,2016-06-11,"3 397,00","1 171,00",28805
1508,2016-06-10,"3 397,00","1 171,00",28805
1509,2016-06-09,"3 389,00","1 171,00",28805
1510,2016-06-08,"3 385,00","1 171,00",28805
1511,2016-06-07,"3 392,00","1 171,00",28805
1512,2016-06-04,"3 402,00","1 171,00",28805
1513,2016-06-03,"3 411,00","1 171,00",28805
1514,2016-06-02,"3 413,00","1 171,00",28805
1515,2016-06-01,"3 415,00","1 171,00",28805
1516,2016-05-28,"3 424,00","1 171,00",28805
1517,2016-05-26,"3 412,00","1 171,00",28805
1518,2016-05-25,"3 396,00","1 171,00",28805
1519,2016-05-24,"3 367,00","1 171,00",28805
1520,2016-05-21,"3 369,00","1 171,00",28805
1521,2016-05-20,"3 352,00","1 171,00",28805
1522,2016-05-19,"3 354,00","1 171,00",28805
1523,2016-05-18,"3 326,00","1 171,00",28805
1524,2016-05-17,"3 301,00","1 171,00",28805
1525,2016-05-14,"3 285,00","1 171,00",28805
1526,2016-05-13,"3 239,00","1 171,00",28805
1527,2016-05-12,"3 229,00","1 171,00",28805
1528,2016-05-11,"3 185,00","1 171,00",28805
1529,2016-05-10,"3 195,00","1 171,00",28805
1530,2016-05-07,"3 207,00","1 171,00",28805
1531,2016-05-06,"3 186,00","1 171,00",28805
1532,2016-05-05,"3 206,00","1 171,00",28805
1533,2016-04-30,"3 243,00","1 171,00",28805
1534,2016-04-29,"3 225,00","1 171,00",28805
1535,2016-04-28,"3 203,00","1 171,00",28805
1536,2016-04-27,"3 188,00","1 171,00",28805
1537,2016-04-26,"3 170,00","1 171,00",28805
1538,2016-04-23,"3 152,00","1 171,00",28805
1539,2016-04-22,"3 128,00","1 171,00",28805
1540,2016-04-21,"3 106,00","1 171,00",28805
1541,2016-04-20,"3 091,00","1 171,00",28805
1542,2016-04-19,"3 093,00","1 171,00",28805
1543,2016-04-16,"3 097,00","1 171,00",28805
1544,2016-04-15,"3 091,00","1 171,00",28805
1545,2016-04-14,"3 067,00","1 171,00",28805
1546,2016-04-13,"3 070,00","1 171,00",28805
1547,2016-04-12,"3 032,00","1 171,00",28805
1548,2016-04-09,"3 003,00","1 171,00",28805
1549,2016-04-08,"2 957,00","1 171,00",28805
1550,2016-04-07,"2 960,00","1 171,00",28805
1551,2016-04-06,"2 960,00","1 171,00",28805
1552,2016-04-05,"3 002,00","1 171,00",28805
1553,2016-04-02,"3 017,00","1 171,00",28805
1554,2016-04-01,"3 039,00","1 171,00",28805
1555,2016-03-31,"3 045,00","1 171,00",28805
1556,2016-03-30,"3 060,00","1 171,00",28805
1557,2016-03-25,"3 093,00","1 171,00",28805
1558,2016-03-24,"3 101,00","1 171,00",28805
1559,2016-03-23,"3 112,00","1 171,00",28805
1560,2016-03-22,"3 110,00","1 171,00",28805
1561,2016-03-19,"3 114,00","1 171,00",28805
1562,2016-03-18,"3 096,00","1 171,00",28805
1563,2016-03-17,"3 079,00","1 171,00",28805
1564,2016-03-16,"3 079,00","1 171,00",28805
1565,2016-03-15,"3 094,00","1 171,00",28805
1566,2016-03-12,"3 116,00","1 171,00",28805
1567,2016-03-11,"3 105,00","1 171,00",28805
1568,2016-03-10,"3 102,00","1 171,00",28805
1569,2016-03-09,"3 080,00","1 171,00",28805
1570,2016-03-08,"3 054,00","1 171,00",28805
1571,2016-03-05,"3 035,00","1 171,00",28805
1572,2016-03-04,"3 025,00","1 171,00",28805
1573,2016-03-03,"3 010,00","1 171,00",28805
1574,2016-03-02,"2 996,00","1 171,00",28805
1575,2016-03-01,"2 980,00","1 171,00",28805
1576,2016-02-27,"2 965,00","1 171,00",28805
1577,2016-02-26,"2 949,00","1 171,00",28805
1578,2016-02-25,"2 943,00","1 171,00",28805
1579,2016-02-24,"2 941,00","1 171,00",28805
1580,2016-02-23,"2 963,00","1 171,00",28805
1581,2016-02-20,"2 959,00","1 171,00",28805
1582,2016-02-19,"2 962,00","1 171,00",28805
1583,2016-02-18,"2 939,00","1 171,00",28805
1584,2016-02-17,"2 921,00","1 171,00",28805
